CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41004578,BETTOLA,MANHATTAN,412,AMSTERDAM AVENUE,10024,2127871660,Italian,06-03-15,No violations were recorded at the time of this inspection.,,,Not Applicable,16,,,08/28/2017,Administrative Miscellaneous / Initial Inspection
50045050,TEXAS FRIED CHICKEN AND PIZZA,BROOKLYN,240,UTICA AVE,11213,7186765004,American,02/25/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,02/25/2016,08/28/2017,Cycle Inspection / Initial Inspection
50039107,HEALTHY FRESH,BRONX,1033,MORRIS PARK AVE,10461,7186846411,American,11/23/2015,No violations were recorded at the time of this inspection.,,,Not Applicable,7,A,11/23/2015,08/28/2017,Cycle Inspection / Initial Inspection
50013883,NEW YORK SHAKE & BURGER,QUEENS,14701,LIBERTY AVE,11435,7185231900,American,03-12-16,Violations were cited in the following area(s).,15I,''''No Smoking and/or 'Smoking Permitted sign not conspicuously posted. Health warning not present on 'Smoking Permitted,Not Critical,27,,,08/28/2017,Smoke-Free Air Act / Initial Inspection
50018848,OAXACA TAQUERIA,BROOKLYN,130,GRAND ST,11249,7183888804,Mexican,10-05-15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31,,,08/28/2017,Pre-permit (Operational) / Initial Inspection
50006110,ARCO CAFE,MANHATTAN,886,AMSTERDAM AVE,10025,2126650033,Italian,12-09-15,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,,,08/28/2017,Cycle Inspection / Initial Inspection
50044311,LEAKE AND WATTS (FEMALE DETENTION CENTER),BRONX,2250,RYER AVE,10457,7185841782,American,06/20/2017,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,30,,,08/28/2017,Trans Fat / Initial Inspection
41448941,SUBWAY,MANHATTAN,126,WEST   41 STREET,10036,9176811472,Sandwiches,04-01-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,04-01-16,08/28/2017,Cycle Inspection / Initial Inspection
41657408,BUBBA'S BISTRO,QUEENS,3113,DITMARS BLVD,11105,7187282227,Creole/Cajun,06/22/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,A,06/22/2017,08/28/2017,Cycle Inspection / Re-inspection
50045051,DUNKIN DONUTS & BASKING ROBBINS,BRONX,193,W 237TH ST,10463,9175135871,American,02/25/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,A,02/25/2016,08/28/2017,Pre-permit (Operational) / Initial Inspection
41468985,DUNKIN' DONUTS,MANHATTAN,2661,BROADWAY,10025,2122802221,Donuts,12/26/2014,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,12,A,12/26/2014,08/28/2017,Cycle Inspection / Initial Inspection
40396622,MEDITERRANEO,MANHATTAN,1260,2 AVENUE,10065,2127347407,Italian,11/26/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,B,11/26/2013,08/28/2017,Cycle Inspection / Re-inspection
40390655,DANNY BLAINE,STATEN ISLAND,1384,BAY STREET,10305,7187203254,American,12/14/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,7,,,08/28/2017,Cycle Inspection / Initial Inspection
41202176,TED'S MONTANA GRILL,MANHATTAN,110,WEST   51 STREET,10019,2122455220,American,07/18/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,07/18/2014,08/28/2017,Cycle Inspection / Re-inspection
50003617,PI PIZZERIA,STATEN ISLAND,965,JEWETT AVE,10314,7187203330,Pizza,05/25/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,05/25/2017,08/28/2017,Cycle Inspection / Re-inspection
50005429,AL-ARAF HALAL FRIED CHICKEN AND FROZEN DELIGHTS,QUEENS,7603,37TH AVE,11372,7187797375,American,11/21/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,B,11/21/2014,08/28/2017,Cycle Inspection / Re-inspection
41088457,JOE-THE ART OF COFFEE,MANHATTAN,9,EAST   13 STREET,10003,2129247400,CafÃ©/Coffee/Tea,11-06-15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,A,11-06-15,08/28/2017,Cycle Inspection / Initial Inspection
41674682,EL NUEVO CARIDAD RESTAURANT,MANHATTAN,225759,2ND AVE,10029,2128608187,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,01/24/2017,08/28/2017,Cycle Inspection / Re-inspection
40884510,JAVA GIRL,MANHATTAN,348,EAST   66 STREET,10065,2127373490,CafÃ©/Coffee/Tea,01-07-15,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,B,01-07-15,08/28/2017,Cycle Inspection / Re-inspection
50007193,624 KAM HAI CHINESE FOOD,BROOKLYN,624,CATON AVE,11218,7187159889,Chinese,05-01-17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,,08/28/2017,Cycle Inspection / Initial Inspection
50034445,CJ DIAMOND CAFE,QUEENS,4102,COLLEGE POINT BLVD,11355,9178256326,Chinese,05/14/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,05/14/2015,08/28/2017,Pre-permit (Operational) / Re-inspection
41432356,QUICK STOP DELI,QUEENS,6806,ROOSEVELT AVENUE,11377,3474488273,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05-09-16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,05-09-16,08/28/2017,Cycle Inspection / Re-inspection
41703389,REGO PARK DELI & PASTRY,QUEENS,9734,63 ROAD,11374,7189970957,Delicatessen,07-06-17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,A,07-06-17,08/28/2017,Cycle Inspection / Initial Inspection
41322332,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,9405,ROCKAWAY BOULEVARD,11417,7188430400,American,01-06-15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,08/28/2017,Cycle Inspection / Initial Inspection
50049783,SIMPLYLIFE BAKERY CAFE INC,BROOKLYN,7406,NEW UTRECHT AVE,11204,7182562138,Chinese,11/15/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,A,11/15/2016,08/28/2017,Cycle Inspection / Re-inspection
50034283,CINCO DE MAYO,BRONX,837,WASHINGTON AVE,10451,7186769444,Mexican,11-10-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,11-10-16,08/28/2017,Cycle Inspection / Initial Inspection
50051009,BEST ITALIAN PIZZA,BRONX,2367,GRAND CONCOURSE,10468,7189336780,Pizza/Italian,04-11-17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,20,A,04-11-17,08/28/2017,Cycle Inspection / Re-inspection
50044931,THE LUCKY BEE,MANHATTAN,252,BROOME ST,10002,9172542768,Asian,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,,,08/28/2017,Cycle Inspection / Initial Inspection
41673927,CAFE DEL MONDO,STATEN ISLAND,2530,VICTORY BOULEVARD,10314,7184942233,Italian,09/26/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24,,,08/28/2017,Cycle Inspection / Initial Inspection
41687706,SAL'S PIZZA,QUEENS,2007,127 STREET,11356,7189393900,Italian,05/19/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,08/28/2017,Cycle Inspection / Initial Inspection
40743578,EL RUMBERO BAR RESTAURANT,QUEENS,8205,NORTHERN BOULEVARD,11372,7188033125,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/13/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,,,08/28/2017,Cycle Inspection / Initial Inspection
50008942,VIVI BUBBLE TEA,BROOKLYN,5924,8TH AVE,11220,7184390288,CafÃ©/Coffee/Tea,08/19/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,69,A,08/19/2016,08/28/2017,Cycle Inspection / Re-inspection
50008076,HONK KONG BOY RESTAURANT,BROOKLYN,6201,8TH AVE,11220,7186301289,Chinese,12/27/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,44,,,08/28/2017,Cycle Inspection / Initial Inspection
50047995,SUGAR  CUBE,QUEENS,1016,50TH AVE,11101,9294245616,"Ice Cream, Gelato, Yogurt, Ices",06-07-17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,06-07-17,08/28/2017,Cycle Inspection / Re-inspection
41595280,E & E Grill House,MANHATTAN,233,WEST   49 STREET,10019,2125059909,American,05/27/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,8,A,05/27/2016,08/28/2017,Cycle Inspection / Initial Inspection
50017173,TOP CLASS OF NY,QUEENS,3528,154TH ST,11354,7188866094,Korean,11/19/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,19,,,08/28/2017,Cycle Inspection / Initial Inspection
50035960,KUNG FU LITTLE STEAMED BUNS,MANHATTAN,146,E 55TH ST,10022,2128048556,Chinese,06/30/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,06/30/2015,08/28/2017,Pre-permit (Operational) / Re-inspection
