activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description
23-05-17,EE0000884,1856 W WASHINGTON BLVD,LOS ANGELES,FA0243487,LOLITA'S FLOWERS & GROCERIES,CA,90007,A,OW0238783,CRISOFORO SALVADOR GARCIA,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LOLITA'S FLOWERS & GROCERIES,ACTIVE,PR0191711,97,DAFPSZMTY,1,ROUTINE INSPECTION
14-01-16,EE0000092,18515 S WESTERN AVE,TORRANCE,FA0166734,KANSHA CREAMERY,CA,90248,A,OW0129838,ELAINE YUKARI MARUMOTO,RESTAURANT (0-30) SEATS LOW RISK,1630,KANSHA CREAMERY,ACTIVE,PR0157051,97,DAOGZOUQJ,1,ROUTINE INSPECTION
26-08-16,EE0000709,1810 N CAHUENGA BLVD,LOS ANGELES,FA0003830,7-ELEVEN #18533B,CA,90028,A,OW0017809,"JOE, YONG","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,7-ELEVEN #18533B,ACTIVE,PR0018488,91,DAIZV0EFB,1,ROUTINE INSPECTION
30-09-15,EE0000250,5160 VINELAND AVE # 108,NORTH HOLLYWOOD,FA0025206,GENERAL NUTRITION CENTER,CA,91601,A,OW0014888,"HAROON, MOHAMMAD","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,GENERAL NUTRITION CENTER,ACTIVE,PR0000611,100,DASSW1PBF,1,ROUTINE INSPECTION
13-04-16,EE0000232,534 S MYRTLE AVE,MONROVIA,FA0037430,THE MONROVIAN FAMILY REST,CA,91016,A,OW0033615,"SORIS, SIA",RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE MONROVIAN FAMILY REST,ACTIVE,PR0006470,93,DA0PEFCKP,1,ROUTINE INSPECTION
05-08-16,EE0000593,10224 BALBOA BLVD,GRANADA HILLS,FA0165530,SHREDDED TACO,CA,91344,A,OW0128786,NIEMI PRODUCTIONS LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,SHREDDED TACO,ACTIVE,PR0153859,98,DAMWNL8JX,1,ROUTINE INSPECTION
13-04-16,EE0000120,733 W NAOMI AVE STE H,ARCADIA,FA0177619,POKE BAR,CA,91007,A,OW0183531,"POKE BAR, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,POKE BAR,ACTIVE,PR0170653,95,DA0AOXMNQ,1,ROUTINE INSPECTION
19-12-17,EE0000742,18457 COLIMA RD # G,ROWLAND HEIGHTS,FA0180706,TASTE OF CHINA INC.,CA,91748,B,OW0186053,TASTE OF CHINA INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,TASTE OF CHINA INC.,ACTIVE,PR0174509,83,DAOZSD6YD,1,ROUTINE INSPECTION
07-11-17,EE0000699,3500 W 6TH ST # 100B,LOS ANGELES,FA0015755,COCOHODO WILSHIRE,CA,90020,A,OW0034797,"TAEMAN, INC.",RESTAURANT (0-30) SEATS LOW RISK,1630,COCOHODO WILSHIRE,ACTIVE,PR0039492,90,DAMYRY9V3,1,ROUTINE INSPECTION
25-02-16,EE0000836,941 N LA BREA AVE,INGLEWOOD,FA0034367,STARBUCKS COFFEE #2820,CA,90302,A,OW0036965,URBAN COFFEE OPPORTUNITIES L,RESTAURANT (31-60) SEATS LOW RISK,1633,STARBUCKS COFFEE #2820,ACTIVE,PR0011695,99,DAZJF7U9R,1,ROUTINE INSPECTION
29-09-16,EE0000697,6211 FRANKLIN AVE,LOS ANGELES,FA0137309,KETTLE GLAZED DONUTS,CA,90068,A,OW0100180,"KETTLE GLAZED DONUTS, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,KETTLE GLAZED DONUTS,ACTIVE,PR0121293,94,DAIPU1NWV,401,OWNER INITIATED ROUTINE INSPECT.
09-11-15,EE0000946,500 S VIRGIL AVE STE 105,LOS ANGELES,FA0035922,LE CAFE NOIR,CA,90020,A,OW0007731,CHOI JOON JAE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LE CAFE NOIR,ACTIVE,PR0019223,90,DAMJWNVAV,1,ROUTINE INSPECTION
18-11-16,EE0000606,10030 LAKEWOOD BLVD,DOWNEY,FA0221690,DOWNEY ARCO,CA,90240,A,OW0226716,NEWHOPE AUTO SERVICE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOWNEY ARCO,ACTIVE,PR0176695,90,DAE4HCQZX,1,ROUTINE INSPECTION
31-03-16,EE0000025,3619 W MAGNOLIA BLVD,BURBANK,FA0159965,PIZZA STUDIO,CA,91505,A,OW0124955,PIZZA STUDIO OPERATING COMPANY,RESTAURANT (31-60) SEATS MODERATE RISK,1634,PIZZA STUDIO,ACTIVE,PR0148047,92,DAKUTUDWJ,1,ROUTINE INSPECTION
17-09-15,EE0000144,11688 GATEWAY BLVD,LOS ANGELES,FA0068296,PAPA JOHNS PIZZA,CA,90064,A,OW0027197,PACIFIC PJ LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PAPA JOHNS PIZZA,INACTIVE,PR0044958,95,DARKO4NIM,1,ROUTINE INSPECTION
24-07-17,EE0000826,21051 SHERMAN WAY,CANOGA PARK,FA0010482,CVS/PHARMACY #9602,CA,91303,A,OW0012926,"GARFIELD BEACH CVS, LLC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,CVS/PHARMACY #9602,ACTIVE,PR0039107,94,DATGGGJWS,1,ROUTINE INSPECTION
18-10-16,EE0000747,2618 E GARVEY AVE S,WEST COVINA,FA0167547,NUTRISHOP,CA,91791,A,OW0130579,ENRIQUE FRANCISCO RODRIGUEZ,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,NUTRISHOP,ACTIVE,PR0157921,97,DAOW1BODM,1,ROUTINE INSPECTION
21-10-15,EE0000431,580 E LA VERNE AVE,POMONA,FA0012817,CANDELARIO'S MARKET,CA,91767,A,OW0006011,CANDELARIO JUAN J.,RESTAURANT (31-60) SEATS HIGH RISK,1635,CANDELARIO'S MARKET -  RESTAURANT,ACTIVE,PR0043476,90,DAHJMYQKL,1,ROUTINE INSPECTION
20-12-17,EE0000687,31 E MAIN ST,ALHAMBRA,FA0252309,BAJA CALI FISH & TACOS - ALHAMBRA MAIN,CA,91801,A,OW0246103,"JL INVESTMENT GROUP - ALHAMBRA MAIN, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,BAJA CALI FISH & TACOS - ALHAMBRA MAIN,ACTIVE,PR0201565,90,DANRZSZPK,1,ROUTINE INSPECTION
25-04-17,EE0000025,1907 1/2 W MAGNOLIA BLVD,BURBANK,FA0047739,SIAM SMILE THAI CUISINE,CA,91506,A,OW0007862,CHONLAPHAT TEPSIRI,RESTAURANT (0-30) SEATS HIGH RISK,1632,SIAM SMILE THAI CUISINE,ACTIVE,PR0042632,91,DA0DQPAEU,1,ROUTINE INSPECTION
28-08-17,EE0000697,2901 LOS FELIZ BLVD,LOS ANGELES,FA0060314,COSTCO WHOLESALE #130,CA,90039,A,OW0008881,COSTCO WHOLESALE CORPORATION,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,COSTCO FOOD COURT #130,ACTIVE,PR0033630,98,DAQ30C0LN,1,ROUTINE INSPECTION
06-11-17,EE0001021,3100 E IMPERIAL HWY # 3002,LYNWOOD,FA0037737,MARISCOS EL REY,CA,90262,B,OW0017046,"INZUNZA-ANGULO, MOISES Y",RESTAURANT (0-30) SEATS HIGH RISK,1632,MARISCOS EL REY,ACTIVE,PR0046371,83,DAS3QDXNG,1,ROUTINE INSPECTION
20-10-15,EE0000688,18605 DEVONSHIRE ST,NORTHRIDGE,FA0045626,REI,CA,91324,A,OW0029826,RECREATIONAL EQUIPMENT INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,REI,ACTIVE,PR0039274,96,DADDS4DZV,1,ROUTINE INSPECTION
10-07-15,EE0000437,6033 ROSEMEAD BLVD,PICO RIVERA,FA0137662,ELADO ICE CREAM,CA,90660,A,OW0100814,"GUTIERREZ, THALIA MICHELLE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ELADO ICE CREAM,ACTIVE,PR0121777,90,DAEOPORPM,1,ROUTINE INSPECTION
17-03-17,EE0000741,2444 S ATLANTIC BLVD,COMMERCE,FA0202908,RAKKEN TACOS,CA,90040,A,OW0208185,KENNETH EUGENE NGUYEN,RESTAURANT (31-60) SEATS HIGH RISK,1635,RAKKEN TACOS,INACTIVE,PR0175209,100,DAV5M62A6,1,ROUTINE INSPECTION
17-02-16,EE0000747,2518 TYLER AVE,SOUTH EL MONTE,FA0138290,MI TIENDITA CARNICERIA,CA,91733-2716,A,OW0101666,"WHANG, EDWARD J.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,MI TIENDITA RESTAURANT,INACTIVE,PR0122889,94,DAQQT0STB,1,ROUTINE INSPECTION
07-11-17,EE0001021,2825 E IMPERIAL HWY,LYNWOOD,FA0016755,HERCULES DRIVE-IN RESTAURANT,CA,90262,A,OW0012586,"GABRIEL, SPIRO",RESTAURANT (31-60) SEATS HIGH RISK,1635,HERCULES DRIVE-IN RESTAURANT,ACTIVE,PR0043404,94,DAK1UIERZ,1,ROUTINE INSPECTION
22-12-16,EE0000693,6830 BALBOA BLVD,VAN NUYS,FA0024296,MCDONALD'S #2115,CA,91406,A,OW0023946,MCDONALD'S CORPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S #2115,ACTIVE,PR0031403,98,DAPUYKQPG,1,ROUTINE INSPECTION
19-09-17,EE0000742,1124 S DIAMOND BAR BLVD,DIAMOND BAR,FA0018474,JADE HOUSE SEAFOOD&BBQ RESTA,CA,91765,B,OW0013209,"GIANG, KEE INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,JADE HOUSE SEAFOOD&BBQ RESTA,INACTIVE,PR0018951,81,DAYTYP0Q0,401,OWNER INITIATED ROUTINE INSPECT.
03-11-17,EE0000722,3824 BEVERLY BLVD,LOS ANGELES,FA0040298,MI OAXACA MARKET,CA,90004,A,OW0028862,PORTILLO CAROLINA,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MI OAXACA MARKET,ACTIVE,PR0016402,93,DA1V1C41X,1,ROUTINE INSPECTION
11-04-16,EE0000897,8532 ROSECRANS AVE,PARAMOUNT,FA0172019,LA HACIENDA PERUVIAN FOOD,CA,90723-3644,A,OW0179074,MARTHA GABRIELA SANCHEZ ROCA,RESTAURANT (0-30) SEATS HIGH RISK,1632,LA HACIENDA PERUVIAN FOOD,ACTIVE,PR0164517,90,DARAWIRZ0,1,ROUTINE INSPECTION
09-08-16,EE0000431,1645 W HOLT AVE,POMONA,FA0012964,CARDENAS MARKETS (REST),CA,91768,A,OW0006145,CARDENAS MARKETS INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,CARDENAS MARKETS (REST),INACTIVE,PR0023221,93,DAFTIIJK0,1,ROUTINE INSPECTION
02-05-17,EE0000011,11134 BALBOA BLVD,GRANADA HILLS,FA0018169,ITALIA BAKERY & DELICATESSEN,CA,91344,A,OW0017144,"ITALIA BAKERY & DELICATESSEN, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,ITALIA BAKERY & DELICATESSEN,ACTIVE,PR0020911,96,DAVWHDZNH,1,ROUTINE INSPECTION
05-05-17,EE0000827,442 PACIFIC COAST HWY,HERMOSA BEACH,FA0243018,OKI DOKI SUSHI,CA,90254,B,OW0238529,JEA PYEONG KIM,RESTAURANT (31-60) SEATS HIGH RISK,1635,OKI DOKI SUSHI,ACTIVE,PR0191242,80,DABEM0AT0,1,ROUTINE INSPECTION
26-07-16,EE0000592,306 E GARVEY AVE,MONTEREY PARK,FA0014965,GEORGE'S SERVICE INC.,CA,91775,A,OW0032384,GEORGE'S SERVICE INC.,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,GEORGE'S SERVICE INC.,ACTIVE,PR0017300,96,DA7CQRUEH,1,ROUTINE INSPECTION
09-03-16,EE0000747,3223 E GARVEY AVE N,WEST COVINA,FA0136765,HOLIDAY INN WEST COVINA,CA,91791,A,OW0099439,"GREAT WALL INTERNATIONAL, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,HOLIDAY INN WEST COVINA,ACTIVE,PR0119985,90,DAZKXTU6A,1,ROUTINE INSPECTION
09-08-16,EE0000699,3280 W 6TH ST,LOS ANGELES,FA0014861,CHINESE HOUSE HAOCHI,CA,90020,A,OW0021348,"LEE, SANG WOO",RESTAURANT (0-30) SEATS HIGH RISK,1632,CHINESE HOUSE HAOCHI,ACTIVE,PR0005242,90,DAZCUEEAF,1,ROUTINE INSPECTION
16-05-17,EE0000521,20021 ROSCOE BLVD STE 8,WINNETKA,FA0064183,JALTEPEC PUPUSERIA,CA,91306,A,OW0024093,"MEJIA, CONSUELO",RESTAURANT (61-150) SEATS HIGH RISK,1638,JALTEPEC PUPUSERIA,ACTIVE,PR0040117,92,DAWDCCEV0,1,ROUTINE INSPECTION
19-10-16,EE0000834,21500 NORWALK BLVD,HAWAIIAN GARDENS,FA0171405,EL PESCADOR #11,CA,90716,A,OW0178492,ALEJANDRO GERECERO ORTIZ,RESTAURANT (61-150) SEATS HIGH RISK,1638,EL PESCADOR #11,ACTIVE,PR0161474,91,DA5YWWP0H,1,ROUTINE INSPECTION
27-04-17,EE0000581,10604 VENTURA BLVD,STUDIO CITY,FA0137990,FERNANDAS NY PIZZA,CA,91604,A,OW0101403,"FERNANDAS NY PIZZA, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,FERNANDAS NY PIZZA,ACTIVE,PR0122214,91,DACST3FE1,1,ROUTINE INSPECTION
06-07-17,EE0000897,8436 E ALONDRA BLVD,PARAMOUNT,FA0066475,MARISCOS Y TACOS GIYO,CA,90723,A,OW0030298,"RIZO, ANGEL",RESTAURANT (0-30) SEATS HIGH RISK,1632,MARISCOS Y TACOS GIYO,ACTIVE,PR0029684,92,DAMQNRFX3,1,ROUTINE INSPECTION
29-11-17,EE0000912,5656 SANTA MONICA BLVD E,LOS ANGELES,FA0043044,PANADERIA GUILA,CA,90038,A,OW0023631,"MARTINEZ, PANTALEON",RESTAURANT (0-30) SEATS HIGH RISK,1632,PANADERIA GUILA,ACTIVE,PR0016122,94,DAEMPRDFE,1,ROUTINE INSPECTION
02-07-15,EE0000742,1155 S DIAMOND BAR BLVD STE STE F,DIAMOND BAR,FA0049816,SUBWAY #12729,CA,91765,A,OW0003477,"AVS FOODS, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #12729,ACTIVE,PR0043007,96,DAELSVKCO,1,ROUTINE INSPECTION
15-03-17,EE0000729,5850 S CRENSHAW BLVD,LOS ANGELES,FA0011329,BURGER KING # 5658,CA,90043,A,OW0005871,"CALIFORNIA FOOD MANAGEMENT, LLC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,BURGER KING,ACTIVE,PR0007183,93,DAN7YFZQA,1,ROUTINE INSPECTION
23-09-15,EE0000740,942 N BROADWAY STE #102,LOS ANGELES,FA0043836,PHO BROADWAY,CA,90012,A,OW0035381,THAI MUOI,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO BROADWAY,ACTIVE,PR0024705,91,DANI6C1BM,1,ROUTINE INSPECTION
06-01-16,EE0000722,429 N WESTERN AVE STE 7,LOS ANGELES,FA0017809,HWANG HAE DOE RESTAURANT,CA,90004,A,OW0006863,"CHAE, SUN YI",RESTAURANT (31-60) SEATS HIGH RISK,1635,HWANG HAE DOE RESTAURANT,ACTIVE,PR0012663,92,DA07VNJWS,1,ROUTINE INSPECTION
07-02-17,EE0000740,2901 E 1ST ST,LOS ANGELES,FA0020738,EL FUERTE MARKET,CA,90033,A,OW0006399,"CASA VALDEZ, INC.","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,EL FUERTE MARKET,ACTIVE,PR0023499,95,DAPCPUZKX,1,ROUTINE INSPECTION
08-10-15,EE0000145,11489 E SOUTH ST,CERRITOS,FA0025368,LEELIN BAKERY AND CAFE (CERRITOS),CA,90703,A,OW0013542,"LEELIN ENTERPRISES, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,RESTAURANT,ACTIVE,PR0008268,94,DARLEBKSY,1,ROUTINE INSPECTION
07-11-16,EE0000958,11401 S VERMONT AVE,LOS ANGELES,FA0030095,IMPERIAL LIQUORLAND,CA,90044,A,OW0039619,"YEON SOOK LEE, ET AL","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,IMPERIAL LIQUORLAND,ACTIVE,PR0045170,90,DAE773WXM,1,ROUTINE INSPECTION
07-06-17,EE0000092,2140 W ARTESIA BLVD STE #D,TORRANCE,FA0050919,TERI'S PLACE,CA,90504,A,OW0018344,"KANAI, SHIGEO",RESTAURANT (0-30) SEATS HIGH RISK,1632,TERI'S PLACE,ACTIVE,PR0041350,90,DA1L8F10J,1,ROUTINE INSPECTION
06-07-16,EE0000946,2975 WILSHIRE BLVD # 105,LOS ANGELES,FA0159180,TIME OUT,CA,90010,A,OW0124203,"SHIN, CARROL EUI SOOK",RESTAURANT (0-30) SEATS MODERATE RISK,1631,TIME OUT,ACTIVE,PR0147243,97,DA38WWBLI,1,ROUTINE INSPECTION
28-09-16,EE0000524,7727 E GARVEY AVE,ROSEMEAD,FA0008774,CHINA ISLAMIC RESTAURANT,CA,91770,A,OW0002828,"AO, MEI",RESTAURANT (31-60) SEATS HIGH RISK,1635,CHINA ISLAMIC RESTAURANT,ACTIVE,PR0025824,90,DAVDBWGFO,1,ROUTINE INSPECTION
21-09-15,EE0000732,1111 2ND ST # 18 FL,SANTA MONICA,FA0043661,THE PENTHOUSE BAR,CA,90403,A,OW0032085,SECOND ST. CORP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,PENTHOUSE,ACTIVE,PR0033865,96,DANX3KOPK,1,ROUTINE INSPECTION
27-09-17,EE0000721,317 BROADWAY ST C-19,LOS ANGELES,FA0163270,G & B COFFEE,CA,90013,A,OW0126916,"G & B GRAND CENTRAL, LLC",RESTAURANT (0-30) SEATS LOW RISK,1630,G & B COFFEE,ACTIVE,PR0151455,97,DASVKZ9QV,1,ROUTINE INSPECTION
08-04-16,EE0000545,19132 SOLEDAD CANYON RD,SANTA CLARITA,FA0177934,CRAZY OTTO'S DINER,CA,91351,A,OW0183821,BIG OMELETTE INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,CRAZY OTTO'S DINER,ACTIVE,PR0171018,98,DA0SI1PRH,1,ROUTINE INSPECTION
08-02-17,EE0000735,27911 SECO CANYON RD # 1A-1C,SANTA CLARITA,FA0005182,BELLA CUCINA,CA,91350,A,OW0018167,JURS FOOD INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,BELLA CUCINA,ACTIVE,PR0022059,91,DAOS2AG2N,1,ROUTINE INSPECTION
12-05-16,EE0000722,4810 MELROSE AVE,LOS ANGELES,FA0166084,WORLD WIDE SEAFOOD,CA,90029,A,OW0129284,"UNITED 3 STAR, INC","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,WORLD WIDE SEAFOOD,INACTIVE,PR0156337,95,DAMQGLAQH,1,ROUTINE INSPECTION
03-05-17,EE0000741,7518 E SLAUSON AVE,LOS ANGELES,FA0050259,SUPER ANTOJITOS MEXICANOS,CA,90040,A,OW0013911,"GRANADOS, NATALIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,SUPER ANTOJITOS MEXICANOS,ACTIVE,PR0034539,93,DA5YRXRBC,1,ROUTINE INSPECTION
10-02-16,EE0000821,828 W VALLEY BLVD,ALHAMBRA,FA0163078,CHENGDU TASTE,CA,91803-3233,A,OW0126752,"CHENGDU TASTE, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,CHENGDU TASTE,ACTIVE,PR0151248,93,DAWYVCI5T,1,ROUTINE INSPECTION
08-08-16,EE0000355,3160 BALDWIN PARK BLVD,BALDWIN PARK,FA0066681,MCDONALD'S #19375,CA,91706,A,OW0016964,INDIAN HILL MANAGEMENT INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,MCDONALD'S #19375,ACTIVE,PR0007349,90,DACNCUEOI,1,ROUTINE INSPECTION
06-08-15,EE0000923,2300 FLETCHER DR,LOS ANGELES,FA0057786,ASTRO FAMILY RESTAURANT,CA,90039,A,OW0005593,C I G RESTAURANT INC DBA,RESTAURANT (61-150) SEATS HIGH RISK,1638,ASTRO FAMILY RESTAURANT,ACTIVE,PR0001135,90,DAOVU3AF5,1,ROUTINE INSPECTION
19-04-16,EE0000524,3133 N SAN GABRIEL BLVD,ROSEMEAD,FA0013725,CASA DE ABUELITA,CA,91770,A,OW0001701,"ACUNA, GEORGINA D.",RESTAURANT (31-60) SEATS HIGH RISK,1635,CASA DE ABUELITA,ACTIVE,PR0036910,92,DARAUENTZ,1,ROUTINE INSPECTION
22-02-17,EE0000927,3155 CENTURY BLVD,SOUTH GATE,FA0243601,LA UNICA MEAT MARKETS,CA,90280,A,OW0226911,SERGIO JIMENEZ MONTES,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,LA UNICA MEAT MARKETS,ACTIVE,PR0191815,95,DAFPWWIJ2,1,ROUTINE INSPECTION
17-04-17,EE0000904,3725 W SUNSET BLVD,LOS ANGELES,FA0241383,33 TAPS SILVERLAKE,CA,90026,A,OW0237308,RW2 LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,33 TAPS SILVERLAKE,ACTIVE,PR0189491,90,DA4IJ040Z,1,ROUTINE INSPECTION
08-08-17,EE0000234,6630 FOOTHILL BLVD,TUJUNGA,FA0005349,BEST QUALITY MARKET,CA,91042,A,OW0004512,BEST QUALITY MARKET INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,BEST QUALITY MKT-BAKERY/DELI,ACTIVE,PR0017768,95,DA2QCXDMM,1,ROUTINE INSPECTION
11-10-16,EE0000629,225 26TH ST # #51,SANTA MONICA,FA0050015,SWEET ROSE CREAMERY,CA,90402,A,OW0034176,"SUGAR CONE, LP",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SWEET ROSE CREAMERY,ACTIVE,PR0013639,100,DAZAT6BAH,1,ROUTINE INSPECTION
12-08-15,EE0000081,6100 S ATLANTIC BLVD STE B,MAYWOOD,FA0027570,HAPPY FAMILY NUTRICIONAL,CA,90270,A,OW0014362,"GUTIERREZ, HERMINO","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,HAPPY FAMILY NUTRICIONAL,INACTIVE,PR0039320,92,DAXWMGRDR,1,ROUTINE INSPECTION
02-11-16,EE0001045,2223 S ATLANTIC BLVD,MONTEREY PARK,FA0030653,RIO'S PIZZA,CA,91754,A,OW0030174,RIO CLARA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,RIO'S PIZZA,INACTIVE,PR0014159,100,DA0CAOJHG,1,ROUTINE INSPECTION
24-10-17,EE0000232,414 S MYRTLE AVE,MONROVIA,FA0066950,MIKOMI SUSHI,CA,91016,A,OW0024657,"MIYAKO JAPANESE SUSHI, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,MIKOMI SUSHI,ACTIVE,PR0035290,90,DAFLCR4NQ,1,ROUTINE INSPECTION
28-10-15,EE0000182,3600 S WORKMAN MILL RD,WHITTIER,FA0046459,RIO CAFE,CA,90601,A,OW0033332,SODEXO AMERICA LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,RIO CAFE,INACTIVE,PR0036166,95,DAXIDFJUV,1,ROUTINE INSPECTION
18-08-16,EE0000232,1263 HUNTINGTON DR,DUARTE,FA0238973,STARBUCKS COFFEE #5473,CA,91010,A,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,STARBUCKS COFFEE #5473,ACTIVE,PR0186913,96,DAPXIQJMV,1,ROUTINE INSPECTION
12-04-16,EE0000360,0 OLVERA ST 26,LOS ANGELES,FA0030508,REY'S CANDY STORE,CA,90012,A,OW0031308,REYNALDO SALAZAR,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,REY'S CANDY STORE,ACTIVE,PR0040589,98,DANMI9PIU,1,ROUTINE INSPECTION
16-05-16,EE0000366,830 E WASHINGTON BLVD STE 6,LOS ANGELES,FA0070518,SIMON'S BURGERS,CA,90021,A,OW0029649,"RAMOS, RAFAEL DEMECIO",RESTAURANT (31-60) SEATS HIGH RISK,1635,SIMON'S BURGERS,ACTIVE,PR0023110,91,DAKLFRAXK,1,ROUTINE INSPECTION
12-10-17,EE0000074,827 W GLENOAKS BLVD,GLENDALE,FA0013578,CASA DE RAMOS,CA,91202,A,OW0029987,RESPONTS ROSALIE & KEVIN,RESTAURANT (61-150) SEATS HIGH RISK,1638,CASA DE RAMOS,ACTIVE,PR0043416,93,DA0215S7V,1,ROUTINE INSPECTION
27-09-16,EE0000687,111 E MAIN ST,ALHAMBRA,FA0066596,ONE & ONE BAKERY,CA,91801,A,OW0038242,"VUONG, THAM T",RESTAURANT (0-30) SEATS MODERATE RISK,1631,MAXIMS,ACTIVE,PR0017583,91,DACDRN4VE,1,ROUTINE INSPECTION
16-03-17,EE0000742,21324 PATHFINDER RD,DIAMOND BAR,FA0043508,PATHFINDER CHEVRON,CA,91765,A,OW0031341,"SALIMNIA, MOHAMMAD","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,PATHFINDER CHEVRON,INACTIVE,PR0003822,95,DATXG3NJP,1,ROUTINE INSPECTION
06-07-16,EE0001014,100 WASHINGTON BLVD,MARINA DEL REY,FA0034206,STARBUCKS COFFEE #5275,CA,90292,A,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS COFFEE #5275,ACTIVE,PR0028417,98,DAJB8Q3Y0,1,ROUTINE INSPECTION
28-08-15,EE0000873,1208 W REDONDO BEACH BLVD,GARDENA,FA0046484,RITE AID #5471,CA,90247,A,OW0035897,"THRIFTY PAYLESS, INC","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,RITE AID #5471,ACTIVE,PR0007388,95,DAL34X3T8,1,ROUTINE INSPECTION
18-04-16,EE0000886,400 S BALDWIN AVE STE 2365,ARCADIA,FA0069402,RED ROBIN GOURMET BURGERS,CA,91007,A,OW0029850,RED ROBIN INTERNATIONAL INC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,RED ROBIN GOURMET BURGERS,ACTIVE,PR0028384,97,DAVZXWDKY,1,ROUTINE INSPECTION
21-03-16,EE0000872,13733 GARFIELD AVE,PARAMOUNT,FA0003571,AMAPOLA DELI & MARKET,CA,90723,A,OW0020273,LA AMAPOLA INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,AMAPOLA DELI & MKT-DELI/TORT,ACTIVE,PR0012459,91,DAKJPDODR,1,ROUTINE INSPECTION
28-09-16,EE0000747,2929 E GARVEY AVE,WEST COVINA,FA0008737,CHILI'S GRILL & BAR,CA,91791,A,OW0005282,BRINKER RESTAURANT CORP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,CHILI'S GRILL & BAR,ACTIVE,PR0021679,97,DAIADDVPD,1,ROUTINE INSPECTION
11-12-15,EE0000883,935 W ARBOR VITAE ST,INGLEWOOD,FA0048172,SHAKEY'S PIZZA PARLOR #15,CA,90301,A,OW0031994,"SCO, LLC SHAKEY'S PIZZA",RESTAURANT (151 + ) SEATS HIGH RISK,1641,SHAKEY'S PIZZA PARLOR #15,ACTIVE,PR0019303,95,DAQKC3ATP,1,ROUTINE INSPECTION
